renda_mensal,idade,score_credito,tempo_relacionamento,limite_credito
2241.36,21,60,12,8854.21
3538.14,51,95,7,4112.43
4933.75,55,66,12,7023.98
8589.12,39,89,7,8169.86
3964.78,61,63,13,6868.75
5447.58,49,58,0,1519.95
4967.15,49,53,2,866.3
7376.79,39,67,9,7790.83
10053.86,22,82,2,4928.16
3938.26,22,54,6,6185.76
4021.12,45,72,3,4755.98
7088.32,31,60,13,8560.78
6363.78,64,84,4,4314.83
8693.41,22,50,1,4425.54
6167.86,38,60,10,6580.82
4281.42,64,86,12,7358.2
6181.31,20,78,7,6777.35
7217.41,29,87,6,6621.63
6640.96,50,82,12,8676.81
6014.55,36,63,2,4681.63
7133.35,57,98,3,4966.47
7338.59,24,72,0,3255.69
7764.32,29,96,11,7271.9
6297.42,63,85,11,6586.0
4665.76,28,77,1,602.3
5293.43,32,65,11,7614.87
7413.02,54,64,4,2853.97
3366.13,39,73,8,4471.46
5737.35,48,63,12,7529.98
4213.32,20,66,1,3162.03
5057.49,22,67,0,3516.39
7556.9,50,71,6,4578.99
5382.2,31,66,12,7812.03
5092.87,28,91,8,5719.57
2280.29,37,95,8,5165.31
6492.51,60,68,0,3511.68
6290.97,48,55,11,6844.44
9326.51,33,57,8,6341.76
4384.44,26,57,2,2623.5
5438.3,68,90,9,8154.29
5498.77,22,72,9,4779.92
8154.91,35,99,7,6416.63
4809.41,37,74,6,5535.21
5558.04,45,54,9,6963.08
6215.79,36,70,12,9223.97
5373.22,30,97,6,5911.52
4107.13,35,65,2,1943.61
5388.18,35,73,8,6821.73
7147.26,30,95,4,6494.94
2946.97,28,77,6,3497.2
5265.94,22,53,13,8594.65
3599.76,53,73,10,7948.91
7390.09,29,72,3,3848.73
1953.63,36,62,1,933.58
3882.16,38,99,2,2466.48
5754.42,22,56,10,7093.83
8131.05,50,82,1,4609.63
4868.5,59,74,12,7813.38
3889.6,18,91,0,4261.48
8762.31,28,62,0,4286.31
2103.97,59,54,12,6162.51
1500.0,52,75,3,683.03
5880.03,22,89,10,9618.78
3995.89,42,57,12,5127.64
2957.53,28,59,1,195.95
6416.71,39,73,9,8126.55
5487.6,23,82,9,6149.81
3871.84,57,52,1,-3.77
2439.39,18,96,14,8192.36
6744.91,63,85,12,7461.35
6300.4,30,56,11,7142.35
4801.65,36,61,8,5850.82
8693.27,39,68,4,5572.07
2859.83,46,85,10,5937.01
1948.95,47,65,1,1422.47
3616.18,20,63,1,269.86
4908.83,24,51,14,8944.75
5486.68,46,71,13,9104.08
4517.53,23,62,11,8280.02
5704.11,59,85,3,1325.72
2496.92,27,83,8,5914.27
7887.53,48,62,2,4820.78
4835.7,25,68,14,10612.27
7234.59,23,72,0,2998.46
5685.45,24,81,13,9312.9
5913.51,23,84,1,2740.43
6139.53,36,90,11,8111.21
5895.42,44,61,7,4138.96
6285.45,19,56,7,4258.15
7658.31,68,64,6,6491.16
5393.04,66,62,6,4295.63
6418.01,63,74,0,1210.38
4820.53,39,64,3,4248.59
7880.23,56,54,8,6899.68
3647.22,53,55,2,3099.37
8601.88,69,57,11,8739.65
4919.68,50,50,8,4282.07
2138.45,29,87,12,6826.63
5256.21,46,88,0,2697.49
3637.9,26,53,5,4796.13
6681.29,58,79,9,8739.43
3694.75,40,58,1,2638.69
4107.63,43,94,7,5576.38
1500.0,45,82,14,8281.85
4095.39,25,69,5,3582.38
1500.0,28,54,3,1188.67
1832.19,28,65,10,4937.82
6520.83,48,65,4,4763.06
6571.6,67,69,1,2445.9
5850.92,30,91,7,5945.48
3066.05,60,67,9,4103.13
4904.58,33,78,8,8004.35
4992.79,28,77,8,7720.63
2683.27,59,74,14,8255.04
8006.8,55,77,2,3519.46
6754.72,65,68,14,7717.59
4558.07,50,67,10,4198.06
5053.77,68,93,1,845.7
5416.77,52,76,7,5383.19
1500.0,35,70,1,2948.8
4505.65,48,58,13,7374.79
3636.03,69,65,8,6095.45
2996.76,48,79,7,3382.46
4437.8,65,70,7,5792.51
8595.37,28,73,13,9924.3
6281.69,55,79,3,2812.33
3857.64,24,55,1,2814.3
6145.17,47,84,7,5510.1
7798.71,35,69,8,7625.16
6849.27,55,69,1,2648.61
5119.26,36,66,6,4115.79
3706.13,34,90,10,7563.99
6396.45,43,75,11,7622.97
5786.97,37,80,12,8669.45
6790.39,20,82,13,7379.92
6270.34,60,86,6,4587.86
7099.11,26,54,3,4460.57
3929.53,39,85,3,3971.24
7634.79,51,97,4,4880.08
5395.2,51,93,9,5034.47
9150.52,36,77,10,8544.84
3621.62,55,82,7,6104.44
8471.93,21,63,13,9925.61
5395.82,20,96,13,9723.99
3697.16,43,58,5,4551.77
4032.23,19,95,5,4756.1
4359.31,69,73,4,4784.0
5848.33,65,85,2,4602.94
6045.67,36,81,4,5591.11
3852.6,39,69,7,5908.51
4951.29,23,76,6,5078.2
9284.54,58,96,9,7101.99
8455.09,49,89,9,7635.05
5872.65,55,82,9,8638.7
5076.01,22,65,1,2479.11
5240.06,35,63,6,3833.2
6227.04,68,82,2,3678.96
2954.41,55,57,4,3857.73
4485.25,69,88,2,2048.95
1662.83,52,77,10,5341.04
5798.45,56,73,5,4615.28
6294.39,61,72,11,7368.68
4033.63,56,50,14,8003.72
8147.97,69,70,13,8885.7
2548.47,37,52,4,776.03
2071.25,33,99,0,2313.76
5448.9,31,50,6,5127.25
7094.2,56,54,14,8785.1
8367.86,56,70,7,6456.25
4082.23,41,90,13,8994.62
7157.36,25,82,10,8193.41
4922.98,60,99,4,5555.38
4654.75,59,62,0,769.88
6767.32,39,77,12,8921.48
6304.65,68,71,5,4665.96
1847.22,52,83,5,4741.79
7953.08,23,83,3,5611.97
7760.18,19,83,6,7286.44
3748.87,18,69,7,3404.71
5791.61,67,71,13,8254.07
5988.06,32,74,1,3431.83
5521.35,67,69,3,4715.92
3899.39,46,68,14,6258.82
3656.75,25,54,6,3430.21
4948.89,61,96,1,2306.12
7345.46,51,80,9,9063.53
6087.2,29,94,8,7233.22
4258.77,43,61,8,6474.29
6543.4,65,96,9,8236.27
1500.0,35,50,10,4792.34
7297.53,25,56,6,6592.07
1520.57,68,94,11,3110.71
4275.12,56,53,13,9448.13
2760.66,60,95,11,6107.43
2410.64,55,69,1,2363.38
7321.65,57,82,9,6594.67
4064.6,26,94,7,6293.44
5693.01,56,55,5,2733.81
4906.16,59,89,0,2123.66
5954.08,49,72,7,5401.78
5153.64,27,65,11,8192.57
2434.02,53,96,6,4440.59
6992.53,68,93,9,7973.08
4012.49,67,67,11,6952.85
1886.84,68,76,6,1498.79
4143.77,41,77,4,2950.27
8001.52,63,61,11,8003.73
6700.44,25,77,0,2112.89
4302.7,42,69,6,6059.35
4301.48,43,51,5,2817.23
4356.73,29,58,4,3772.52
9153.5,43,58,0,4320.54
5763.87,52,76,10,6339.57
5860.08,63,69,8,6381.53
7060.57,61,60,13,7638.74
5477.58,66,67,11,8028.54
4481.92,41,95,10,6261.88
4607.3,33,66,9,8271.32
4856.8,58,80,14,8991.76
4925.56,61,93,1,2709.66
6455.26,55,62,7,4700.97
5103.89,68,72,9,5907.07
6465.28,23,87,14,10784.95
4838.57,57,86,14,7629.24
5157.27,56,94,2,3157.45
1500.0,35,90,5,2769.09
6832.66,53,67,6,5392.03
5692.98,30,58,9,7669.1
6996.02,51,66,12,8234.07
1500.0,69,70,9,5222.97
9176.75,56,74,3,3387.36
4720.82,39,73,4,3887.03
7216.37,24,73,7,6283.56
2920.19,63,80,7,3366.77
6225.55,35,55,7,6934.9
2893.17,38,98,1,1882.13
3752.46,44,84,11,8717.15
8828.06,25,97,8,7426.06
4618.64,67,96,4,2723.43
5434.87,49,67,12,7758.67
6740.14,22,63,8,6109.48
5991.36,31,79,4,4326.44
5300.84,66,72,2,1960.87
5729.92,19,56,6,4928.87
9806.83,56,90,9,7666.18
4884.76,41,57,0,1307.88
5402.2,30,62,2,1151.48
7101.31,39,93,8,5659.84
7211.05,28,90,0,1573.82
7374.06,58,98,4,5518.24
6277.46,36,89,0,3176.95
2713.99,61,64,4,3294.31
8266.86,47,74,6,6766.62
2707.31,21,96,13,8468.39
5605.27,68,95,3,1988.78
3491.45,45,94,14,9471.79
4871.72,28,93,7,6093.67
5657.52,59,66,7,5150.63
5642.71,66,91,9,5250.03
5843.84,21,76,5,5605.69
8227.42,33,67,9,8864.05
5907.07,43,76,11,8366.65
4511.69,45,79,6,3268.74
6928.17,48,66,3,5134.89
7378.94,24,59,14,10687.59
2544.78,33,65,10,5356.45
6194.8,63,81,11,8138.42
6402.35,65,62,3,3864.03
4404.87,69,63,12,8551.96
7751.41,66,65,8,8222.3
4699.89,44,96,7,4974.68
5251.15,55,58,8,6228.94
4653.86,65,80,3,3025.04
5031.16,30,80,2,3105.21
2807.45,39,68,10,4825.86
2119.9,54,78,6,1915.75
8189.01,40,69,4,5427.75
3306.08,36,51,4,4226.64
3017.22,69,88,6,3122.26
1500.0,23,54,3,1225.47
3722.08,29,89,9,5537.43
2353.82,28,72,7,2416.42
8284.03,63,52,5,3047.12
7019.63,29,95,3,5922.09
3623.7,25,98,7,5236.48
9504.87,28,79,5,7945.77
6963.53,27,81,6,6685.28
4350.34,46,56,0,1612.69
1500.0,32,91,3,2651.72
9581.89,62,57,11,8195.5
2220.86,51,81,3,1552.11
1709.2,18,91,7,3774.74
7045.14,56,62,2,3295.83
9879.5,23,77,8,9043.27
7768.55,62,77,5,6787.46
6127.82,69,50,4,2149.72
6189.51,46,96,0,2253.57
6706.83,44,72,8,7671.47
6517.86,51,60,3,2695.33
5562.38,63,67,0,3069.45
5208.4,65,57,2,979.77
4874.81,30,97,7,6381.99
3492.07,56,69,11,6918.89
4438.65,35,97,7,7034.61
1614.09,31,88,0,1921.15
4803.32,38,55,1,3364.46
3022.82,49,91,8,4863.5
2792.82,48,50,6,4231.73
5359.79,53,92,9,6896.0
7784.0,63,64,14,10043.08
6836.63,46,77,11,7109.25
1859.0,41,69,10,3469.13
3020.74,46,77,14,8323.27
6881.54,27,73,1,2825.94
3035.03,53,75,12,7534.49
4550.73,20,50,12,10208.11
6100.1,41,75,9,8969.43
3063.31,54,68,14,6208.04
5210.75,39,86,10,7307.76
2331.95,31,68,13,7167.22
3797.26,19,51,11,7142.43
5639.56,39,84,14,10567.35
1814.01,41,96,14,7356.69
5880.95,35,72,0,2751.27
4960.72,35,80,7,6707.18
6104.98,53,94,5,2166.98
5447.83,69,93,14,6843.66
7728.28,47,53,11,9662.78
5250.45,54,57,10,7733.75
4141.19,19,92,7,4101.66
5244.6,36,85,5,5923.93
6086.6,53,55,3,3903.29
5097.72,55,60,4,909.69
5081.18,30,70,6,5735.03
3596.02,32,64,1,2802.33
3674.2,69,67,7,2961.49
2194.79,43,87,14,7092.22
8499.15,41,52,1,3919.62
2512.27,50,60,8,5395.36
3614.19,20,61,2,1776.7
3563.19,60,79,12,7255.46
6789.85,57,95,2,2163.84
4410.1,54,86,11,5477.89
7495.48,26,85,1,3513.55
3653.02,32,55,3,2681.78
5557.99,42,88,14,8339.81
3329.31,59,92,5,2412.34
9290.3,66,86,9,7194.93
2624.8,56,81,3,2897.09
5619.64,57,99,6,5036.18
6267.55,48,77,4,2224.62
5827.6,66,55,11,7079.05
4629.42,34,89,10,8486.59
4740.36,43,62,6,4761.35
5087.62,62,62,13,6623.15
4706.0,55,86,9,6155.99
6927.76,65,78,3,4377.28
9421.05,48,57,10,9098.47
3885.02,64,64,5,4314.82
2260.39,62,81,9,5856.91
4823.44,32,84,14,8889.26
10159.42,24,56,0,5410.62
3392.65,62,93,14,7629.03
8278.23,37,58,10,8673.02
8355.4,27,71,6,5744.24
3892.82,22,89,14,8520.99
6137.97,63,76,13,8236.39
8256.79,33,79,10,9007.4
4241.74,62,60,13,5715.65
4592.84,26,50,13,9030.58
3836.64,65,71,8,6005.7
2970.49,48,57,6,3923.53
3701.44,64,58,7,4796.84
2552.12,60,66,13,5771.51
5068.17,20,90,2,3717.4
3460.05,60,86,12,6633.58
5467.57,62,51,1,2776.23
1888.21,18,77,2,1774.54
5661.76,67,82,13,9387.67
6667.06,43,96,2,2113.58
1500.0,44,78,12,5889.26
5748.11,46,61,0,3124.35
7455.34,63,99,6,5993.46
2580.72,49,95,14,9523.69
8345.14,67,91,12,8827.75
5838.04,45,91,10,7643.93
3589.98,47,83,6,4231.37
4888.46,43,96,3,3626.68
6116.65,39,98,6,6113.59
5152.01,41,79,13,7591.36
6077.51,62,73,8,5463.55
3158.65,43,94,11,5365.33
5338.72,24,99,3,2649.29
2172.57,62,97,14,6773.05
4777.55,18,53,11,7044.22
3192.18,57,99,0,278.47
3528.94,40,62,9,7104.56
7472.19,19,56,5,5861.44
7182.62,59,91,12,8995.51
6218.28,28,50,2,2247.9
2815.37,24,77,7,5230.0
4367.18,31,81,5,3376.21
7426.2,30,62,13,9745.04
5283.43,18,55,1,3209.88
9638.66,58,56,3,6086.9
5786.64,44,76,6,5374.73
5384.1,20,58,14,10891.61
4381.77,54,67,5,2731.97
5267.08,44,70,7,4849.73
4695.06,57,90,0,630.0
6416.22,31,60,1,2244.68
6913.4,67,98,9,5092.19
3428.02,46,94,11,8409.71
2337.53,37,93,5,2906.67
1500.0,54,92,7,5028.03
6015.98,58,69,1,3387.7
2793.27,35,80,3,3377.2
1500.0,39,53,10,7124.25
5777.16,47,73,11,7504.32
9986.0,29,92,12,9964.05
4987.86,51,97,3,2205.61
6676.98,43,79,5,3966.28
5163.66,53,67,1,1607.0
4802.22,53,86,9,5096.65
6838.15,65,84,6,4964.87
4419.45,35,82,12,6791.08
5534.78,42,90,13,10060.19
5643.4,22,60,6,5574.32
3663.82,44,78,9,6571.54
6984.08,54,75,0,3349.17
4650.08,29,79,6,6180.2
3488.51,56,85,13,7862.56
6073.02,39,86,10,7305.35
3203.06,28,85,13,9642.2
5056.36,27,55,6,6215.76
4981.76,53,62,4,3905.21
7171.79,55,70,3,4644.81
5949.4,35,52,0,2602.31
4949.95,69,92,3,3442.23
6635.53,60,70,13,8374.27
7780.42,61,73,5,3357.93
6115.62,28,67,8,7363.09
5020.71,33,50,7,6063.61
2376.33,42,64,12,7846.1
2869.77,20,84,6,5408.59
4389.55,19,82,14,11173.13
3780.98,44,95,13,7011.2
4626.06,63,73,10,6125.25
5113.3,28,59,13,9896.15
6059.39,23,66,14,9622.68
4859.0,45,93,7,5201.78
5973.0,20,79,8,6333.25
5128.95,61,74,6,4290.18
1500.0,32,83,10,5062.74
3121.33,23,56,13,7371.85
4711.82,32,55,5,4802.63
2580.61,53,72,0,202.31
6199.86,34,86,6,5112.36
8061.5,66,64,7,5974.53
7437.52,47,66,5,3498.87
4573.11,57,99,11,8854.27
7981.45,23,87,10,7743.95
5297.33,66,51,6,4193.47
4325.83,28,90,5,5553.71
3773.19,54,89,9,7248.31
4395.06,63,73,1,1580.06
4223.65,25,80,7,5905.49
5340.83,34,67,5,3942.53
5321.15,18,63,3,5162.27
5006.09,18,79,8,6220.67
5873.88,56,71,9,4883.41
7381.29,47,50,12,7774.29
6899.11,37,61,14,9337.87
2030.2,60,97,0,131.37
1500.0,40,50,11,6623.3
6868.64,61,71,5,5701.56
2266.24,61,76,13,8525.88
4550.47,48,58,7,3556.43
2659.77,40,90,2,1071.74
1500.0,22,79,6,4492.47
6082.93,62,99,14,8463.72
6518.31,69,76,11,8083.57
3846.98,23,92,2,4781.43
1500.0,64,61,9,5030.38
3907.51,53,82,13,8101.46
5783.61,34,82,3,4231.94
2042.18,64,51,10,5531.87
5366.72,64,59,9,6947.85
4969.38,54,94,13,8616.64
6158.58,44,60,3,4075.56
5239.16,27,88,11,7807.66
3053.86,45,66,14,9230.63
7393.14,58,93,1,3240.71
4682.94,19,50,12,6951.94
4945.39,24,59,6,5012.74
3133.46,25,90,2,2712.47
4113.44,53,86,6,4726.28
3230.39,50,74,10,6183.83
4654.11,18,57,3,3911.77
8423.42,48,81,10,8472.02
2256.2,29,54,14,7828.44
1772.88,41,88,10,6611.23
7942.34,69,78,10,6134.62
4581.35,33,93,5,6614.0
3661.85,34,89,12,9178.38
7079.81,63,66,7,5624.83
3788.77,68,72,14,8989.35
8652.02,28,63,1,5648.46
6355.85,52,84,2,2084.72
4024.18,42,92,3,3260.61
9314.62,53,96,13,11550.8
3788.57,69,91,14,6848.98
6484.19,21,76,1,3792.51
5598.59,30,79,7,5876.68
7603.48,54,65,9,8394.29
8123.02,56,94,8,6746.6
5064.01,21,88,0,2725.14
3493.16,62,68,12,6125.1
5919.94,21,91,13,11630.38
3644.57,25,78,8,5018.15
9026.77,64,82,0,3891.2
5273.07,26,81,4,5180.36
4269.36,65,74,6,2299.91
5369.36,61,78,10,5335.12
2305.75,31,87,4,1074.04
3056.77,21,51,1,1271.33
7400.83,53,94,9,7709.97
3686.21,40,52,0,713.64
2906.18,55,92,9,6836.02
6073.31,37,81,14,9127.5
7371.41,47,92,4,4076.79
6437.91,48,85,13,8011.52
6992.1,67,79,5,3513.65
3486.41,19,99,8,5001.25
2156.38,33,57,4,2314.43
8002.67,28,54,4,6591.57
4354.64,37,54,2,4286.2
4498.33,62,78,3,2714.56
7656.39,23,82,0,2316.54
6112.46,55,84,10,7759.4
5911.78,43,68,7,7470.23
9330.0,39,75,9,6545.76
3712.96,66,98,11,6071.64
6855.68,32,81,8,5250.31
5114.03,22,87,6,5972.0
5537.18,63,80,2,2017.11
8056.94,22,99,0,3652.49
6015.67,63,76,6,4353.4
6076.59,56,85,2,2330.12
7145.01,25,74,6,5719.59
4270.09,26,56,7,4133.83
3321.58,45,63,6,3001.83
2910.38,65,87,12,6311.66
1500.0,41,71,2,-88.73
9112.41,33,76,1,5019.96
2793.58,57,99,2,2079.35
4557.49,37,61,7,3780.98
4446.37,29,84,11,9344.39
5614.81,69,58,3,1548.82
6631.47,29,74,5,4086.33
6720.95,44,52,9,6519.08
3833.85,51,71,14,8607.84
4665.76,43,60,14,9055.88
5565.16,58,96,14,8467.48
4502.62,55,52,7,4997.12
8214.69,48,83,13,8462.15
5981.95,46,90,5,5490.63
6469.76,34,73,9,7438.81
6325.76,64,71,10,6468.26
7346.95,30,84,5,5889.69
5362.04,46,76,14,8446.14
2406.34,35,63,13,6330.65
5799.38,56,58,3,4064.92
3697.29,26,66,14,7444.67
3942.77,36,99,4,3382.52
6172.73,47,61,5,5970.14
7476.57,22,57,11,8880.27
5042.54,25,66,9,6586.04
5617.67,28,91,12,7584.75
8404.43,67,67,10,6863.95
5481.51,26,57,3,4090.9
10203.37,44,50,3,6079.11
6131.02,30,91,2,2693.94
1500.0,58,57,0,-1572.34
6506.68,63,71,0,2793.79
5762.32,39,73,12,10490.72
7579.51,28,52,3,4152.91
6346.36,36,63,0,1533.85
4723.09,41,72,9,6486.45
2551.4,69,87,13,7539.81
4581.95,66,96,5,2056.89
3298.96,46,73,10,5468.01
3838.95,42,98,12,6843.5
6177.16,46,87,4,4196.79
8339.81,25,75,0,4044.53
5789.34,30,84,14,10505.21
2608.23,62,71,6,3560.38
5889.21,27,85,11,8125.07
7393.26,31,84,14,12040.54
3780.43,64,95,5,4473.64
4731.97,41,93,10,5357.46
5029.38,33,84,3,4067.02
3430.2,60,95,10,6175.83
6296.56,28,57,13,7659.04
4758.1,67,56,2,1678.81
5839.06,68,98,3,4709.95
3225.02,47,63,7,3585.57
4125.08,69,62,0,1903.61
6444.76,19,70,10,9175.48
4254.33,51,85,2,1335.97
8453.93,57,69,12,9614.83
4200.73,60,65,13,6383.64
5449.37,32,91,0,2713.9
6865.18,53,83,13,6408.5
2163.27,30,91,5,1640.0
1500.0,22,88,12,6196.08
1948.69,52,57,1,1335.33
7525.17,66,79,7,5692.79
3896.28,60,60,8,5987.9
10116.4,47,95,13,9052.12
3871.5,38,85,11,8279.04
5369.1,25,51,12,7935.22
8084.22,24,77,1,3460.54
9012.19,29,92,14,10523.49
9123.01,66,82,1,3930.4
7416.73,32,92,4,4323.03
7048.13,36,60,7,9247.54
6185.05,56,63,5,4557.46
6556.72,18,67,14,9263.13
3897.63,47,71,12,7676.05
3363.6,59,56,5,3808.55
4993.25,34,68,2,1960.99
4659.63,62,96,4,3688.8
4093.54,41,60,10,5560.08
6392.77,54,57,13,8411.8
6910.61,46,81,14,8815.94
5176.81,58,89,7,5472.08
7955.06,44,99,9,9197.14
2716.62,60,89,2,1386.4
4612.68,45,55,11,5777.13
3566.36,28,71,11,7909.67
1500.0,57,72,4,2822.94
4834.64,22,97,2,4793.06
4756.5,63,74,13,8905.83
8026.9,36,75,1,4718.87
6261.62,59,62,1,3771.9
2951.63,67,75,11,6326.48
8708.19,64,88,1,2691.94
7442.07,45,83,11,7290.29
6164.2,67,76,5,5794.91
4547.03,62,57,1,2268.89
3081.12,45,72,14,7165.67
4255.59,24,51,6,3862.15
7177.5,66,77,1,1228.87
8769.17,58,82,3,5114.4
8086.49,53,93,4,6109.53
4022.3,44,93,5,5551.73
2760.77,39,71,7,3418.31
5281.77,28,84,1,3084.51
1500.0,64,76,0,-522.79
5646.34,27,93,0,2265.43
4704.79,57,88,12,7300.6
4067.93,41,82,9,5394.51
1810.59,54,57,7,4311.69
6027.2,41,91,1,2174.52
3934.6,50,56,6,4301.67
2660.17,30,66,12,5648.06
1500.0,54,80,0,669.77
4944.97,24,85,10,7560.31
8544.5,37,81,12,10606.11
8322.52,43,88,6,7118.22
4085.81,59,95,4,4504.95
3795.58,41,57,10,7430.66
5937.55,46,55,12,9407.26
3003.23,43,77,7,3633.04
5603.58,49,50,1,1887.27
6532.16,57,84,12,7972.21
7453.87,57,52,1,4073.42
4799.69,68,61,1,1134.91
4592.65,34,93,7,4340.51
3244.03,50,73,0,2163.67
3346.24,52,51,10,5565.24
4547.04,56,69,8,5853.07
5734.73,59,90,9,7368.33
6827.17,48,96,6,5379.49
3393.64,64,60,6,2100.56
7985.38,37,52,3,5069.02
4457.75,60,89,6,4572.72
4957.27,60,51,12,6558.27
3505.58,33,70,3,2691.73
1500.0,23,66,2,2326.32
6768.09,29,86,10,7167.98
6473.69,56,57,6,3501.77
4437.34,34,64,2,2271.62
5133.98,18,72,0,852.23
6031.88,25,52,13,9731.66
1874.91,24,80,9,5020.19
3941.89,68,91,6,5130.86
6588.53,27,72,8,7097.15
2491.42,41,77,2,3640.72
5587.12,43,74,2,4165.93
2286.84,20,80,1,610.38
5932.86,51,93,10,6514.31
4928.72,51,96,3,4357.97
1769.74,40,53,10,7311.23
7329.48,52,93,9,8024.39
3530.82,32,82,3,5517.51
3379.5,18,58,7,6191.53
5401.14,26,55,13,10160.84
7297.27,69,83,13,8919.25
2968.36,26,86,3,2009.05
5123.36,49,67,6,5602.33
5857.63,65,68,3,4706.95
6386.21,66,74,7,4047.41
5352.88,36,79,12,7532.76
4265.94,44,97,11,8219.45
3344.82,44,67,2,1706.24
5172.29,28,58,5,7028.13
2855.72,57,85,12,4655.48
1500.0,44,50,0,-321.26
5873.12,39,55,2,1535.13
6807.87,31,52,1,1985.29
1500.0,39,65,1,1587.79
2980.54,23,60,4,3490.25
6238.31,43,83,1,3489.47
9114.99,61,74,0,3099.61
5041.59,20,53,0,2915.26
3543.99,19,73,12,8710.77
4634.21,55,83,0,3787.58
7749.75,52,90,9,6314.67
3708.07,41,88,11,5766.77
3401.62,40,96,3,1022.56
4034.51,29,87,3,3715.5
3093.34,21,73,2,2850.74
5245.34,47,73,1,2668.56
8249.36,29,80,0,3423.6
5646.16,48,78,7,6127.46
4495.29,31,57,9,5972.15
4416.38,49,78,0,757.12
1873.62,66,73,13,8092.64
6766.22,63,59,2,3150.17
4844.33,48,50,1,1710.26
4639.04,18,87,10,6997.69
11386.22,54,96,4,5535.64
5597.51,38,53,3,3676.76
3496.42,62,81,8,5392.94
4147.28,60,73,11,7540.12
7296.89,24,52,10,8969.09
5226.54,33,74,14,8602.75
2123.44,35,80,10,4797.38
6838.46,38,66,13,9134.73
3663.71,63,98,8,2666.32
8746.6,25,86,2,3754.96
7160.1,54,72,13,9141.62
4105.36,38,72,3,4294.01
7562.03,27,56,8,6588.65
5135.71,24,92,8,6989.53
6705.55,53,54,5,4408.4
5969.47,52,89,4,3611.92
3307.29,60,90,10,4647.61
3712.9,23,83,9,5832.66
7059.92,46,59,10,6334.75
4330.45,53,54,12,7687.67
4192.7,67,54,10,7128.22
3089.75,18,93,14,8265.93
5847.2,64,68,10,6464.25
9125.05,32,85,13,8754.5
2864.93,30,52,10,5861.87
5048.44,26,97,10,6971.6
7824.44,53,61,10,8389.47
4840.72,29,77,9,7153.41
5904.74,26,90,14,6782.92
2875.21,24,63,2,2695.31
5856.61,30,94,1,3560.2
4625.71,34,92,9,4563.37
6971.46,59,60,1,3997.54
7374.77,22,91,1,4095.31
10179.13,23,63,0,5637.33
6159.27,57,77,9,5832.67
5651.59,44,87,7,6894.7
5388.77,55,70,9,5981.52
4293.67,25,98,13,9113.67
5676.97,18,62,6,6928.23
4409.2,52,98,7,3335.57
5336.92,18,57,10,9276.07
7635.2,31,66,11,8929.38
2986.91,38,81,13,6892.45
7279.76,68,64,11,8395.33
7634.23,67,78,8,6637.48
4763.86,63,51,6,4161.57
1500.0,35,91,4,3478.44
3784.36,44,90,5,3192.9
7593.99,29,84,12,11187.05
4954.26,52,69,8,6346.46
3001.4,55,91,11,7191.38
3990.45,53,51,13,5033.51
6681.24,25,60,9,8149.51
6093.47,56,87,3,4234.4
4522.14,64,76,7,4902.34
4266.35,24,77,1,3101.44
4216.48,20,58,3,5693.83
3155.18,25,80,6,5976.25
8230.75,47,94,12,9357.8
4355.36,57,99,9,5726.25
7434.32,57,64,7,5797.7
8042.63,60,69,1,3230.69
6996.62,45,80,2,3312.95
4136.76,60,94,5,3574.71
5807.46,21,76,9,9103.31
4951.61,20,98,2,2927.87
3192.6,36,66,12,7316.9
5648.72,36,90,6,5419.59
2641.92,38,83,13,6395.85
7375.36,22,88,8,7935.12
4070.77,61,65,9,5106.92
5402.32,48,57,4,3939.24
5566.58,42,71,8,5012.02
4482.19,66,65,9,5258.7
6173.39,46,98,2,4032.22
4050.19,34,59,2,1890.6
6742.59,38,66,3,3592.27
2308.04,19,72,6,2779.83
5252.76,61,91,1,1844.81
8877.86,29,92,2,5411.99
2999.34,20,90,0,1036.0
3644.51,62,99,10,5790.52
6027.82,53,91,12,8699.28
5359.16,46,69,10,6791.24
5701.26,69,50,8,5373.86
5978.37,44,81,5,6837.26
6269.44,32,96,12,7288.95
7219.4,29,55,1,2175.81
5819.64,64,86,13,10017.8
4517.48,64,72,13,7631.75
6345.15,51,83,2,2847.52
8799.76,21,52,8,7969.79
4734.73,33,75,4,4796.67
3050.94,54,53,8,3984.93
7214.16,54,74,8,6704.38
4759.24,27,71,6,5836.07
1500.0,35,82,8,4681.62
6694.84,34,61,3,3664.7
3929.34,24,77,5,5632.73
4818.93,20,52,11,6981.95
5663.96,54,76,9,7185.09
5381.0,58,52,5,3513.48
6418.9,51,89,2,3622.69
4129.03,38,77,11,6336.8
6026.21,24,84,6,4177.0
4480.91,40,84,11,6107.71
6477.62,21,86,0,2624.13
6230.73,40,96,7,6453.09
3129.12,47,64,14,8147.95
7171.96,28,78,0,1030.06
3928.07,42,87,10,6805.83
6616.12,28,79,11,8644.84
5734.57,27,54,14,9514.01
8676.37,21,96,6,7672.26
4553.07,23,60,10,8232.58
4301.37,49,91,5,3835.58
4961.16,21,82,7,5006.43
4393.64,26,66,12,7585.19
6599.88,60,65,2,5074.41
1767.38,65,94,4,3739.78
2892.64,27,92,1,3582.14
2864.39,45,90,4,4146.73
6900.62,66,52,6,3638.14
8421.23,67,55,8,5186.84
4791.1,64,76,9,5615.08
4662.36,30,96,7,6713.72
5140.1,49,57,8,6246.24
7323.76,55,82,13,8317.67
3145.29,61,58,1,1189.44
5476.74,34,53,13,7619.18
